"title","year","length","budget","rating","votes","mpaa"
"Fong Sai-Yuk",1993,100,NA,7,1337,"R"
"Fong Shi Yu II: Wan fu mo di",1993,95,NA,6.8,691,"R"
"Food of Love",2002,112,NA,6.4,262,"R"
"Foolish",1999,97,NA,3,133,"R"
"Foolproof",2003,94,NA,6.6,845,"R"
"Fools Rush In",1997,109,NA,5.8,5225,"PG-13"
"For Hire",1997,96,NA,4.8,94,"R"
"For Love of the Game",1999,137,50000000,6.1,5782,"PG-13"
"For Richer or Poorer",1997,115,NA,5.3,1710,"PG-13"
"For a Few Lousy Dollars",1996,88,NA,5.1,59,"R"
"For da Love of Money",2002,97,NA,2.9,60,"R"
"For the Cause",2000,91,NA,2.8,183,"R"
"Forbidden Games",1995,89,NA,4.6,69,"R"
"Forbidden Sins",1998,95,NA,4.2,119,"R"
"Forces of Nature",1999,105,NA,5.3,7285,"PG-13"
"Foreign Affair, A",2003,94,NA,6.3,234,"PG-13"
"Foreign Correspondents",1999,102,500000,7.6,117,"PG-13"
"Foreigner, The",2003,96,20000000,3.1,904,"R"
"Forever Fever",1998,95,NA,6.6,244,"PG-13"
"Forever Lulu",2000,99,20000000,5.5,257,"R"
"Forever Mine",1999,113,NA,5.1,484,"R"
"Forget Paris",1995,101,NA,6.2,2874,"PG-13"
"Forgive Me Father",2001,138,NA,3.9,35,"R"
"Forgotten, The",2004,94,42000000,5.8,8234,"PG-13"
"Forrest Gump",1994,142,55000000,8.2,89722,"PG-13"
"Forsaken, The",2001,90,5000000,5.1,1928,"R"
"Fortress 2",1999,92,11000000,4.2,1027,"R"
"Four Days",1999,92,NA,5.1,92,"R"
"Four Dogs Playing Poker",2000,97,NA,5.7,496,"R"
"Four Feathers, The",2002,125,80000000,6.2,4400,"PG-13"
"Four Rooms",1995,98,4000000,6,10675,"R"
"Four Weddings and a Funeral",1994,117,6000000,7.2,17820,"R"
"Fourth Angel, The",2001,95,NA,5.4,597,"R"
"Foxfire",1996,102,NA,5.6,1558,"R"
"Frailty",2001,100,11000000,7.4,10551,"R"
"Frank and Ollie",1995,90,NA,7.8,50,"PG"
"Frankenfish",2004,84,3000000,4.6,309,"R"
"Frankenstein",1994,123,45000000,6,6941,"R"
"Frankenstein Must Be Destroyed",1969,101,NA,6.3,307,"PG-13"
"Frankenstein and Me",1996,91,NA,4.9,83,"PG"
"Frankie Starlight",1995,100,NA,6.6,323,"R"
"Frankie and Johnny Are Married",2004,95,NA,6,46,"R"
"Freak Talks About Sex",1999,90,NA,5.6,249,"R"
"Freaky Friday",2003,97,26000000,6.9,8052,"PG"
"Freddy Got Fingered",2001,87,15000000,3.5,9115,"R"
"Freddy Vs. Jason",2003,97,25000000,6.1,11109,"R"
"Freddy's Dead: The Final Nightmare",1991,93,5000000,4.3,3618,"R"
"Free Enterprise",1998,116,NA,6.5,1119,"R"
"Free Money",1998,91,30000000,4.7,619,"R"
"Free Willy 2: The Adventure Home",1995,95,NA,4.3,1544,"PG"
"Free Willy 3: The Rescue",1997,86,NA,4,641,"PG"
"Freedom Strike",1998,93,NA,3.3,106,"R"
"Freeway",1996,102,3000000,6.5,4961,"R"
"Freeway II: Confessions of a Trickbaby",1999,90,2000000,4.6,666,"R"
"Freeze Frame",2004,99,2000000,5.8,189,"R"
"French Exit",1995,92,NA,4.6,50,"R"
"French Kiss",1995,111,NA,6.2,7653,"PG-13"
"Frequency",2000,118,31000000,7.4,15317,"PG-13"
"Fresa y chocolate",1994,108,NA,7.3,1022,"R"
"Frida",2002,123,12000000,7.5,8614,"R"
"Friday",1995,91,3500000,6.7,7020,"R"
"Friday After Next",2002,85,20000000,4.9,1659,"R"
"Friday Night Date, A",2000,96,NA,2.3,283,"R"
"Friday Night Lights",2004,117,30000000,7,4290,"PG-13"
"Friend of the Family",1995,103,NA,4.8,170,"R"
"Friends & Lovers",1999,103,NA,3.9,397,"R"
"Frightening, The",2002,85,NA,3.4,112,"R"
"Frogmen Operation Stormbringer",2002,90,NA,3.1,60,"R"
"Frogs for Snakes",1998,108,NA,3.8,121,"R"
"From Dusk Till Dawn",1996,108,20000000,6.8,28473,"R"
"From Hell",2001,122,35000000,6.8,17292,"R"
"From Justin to Kelly",2003,90,12000000,1.7,6517,"PG"
"Frost: Portrait of a Vampire",2001,92,NA,2.5,118,"R"
"Frostbite",2005,83,2400000,2.8,201,"R"
"Fubar",2002,76,NA,7.1,617,"R"
"Fuk sing go jiu",1985,96,NA,6.1,344,"PG-13"
"Full Clip",2004,95,500000,4.1,72,"R"
"Full Frontal",2002,101,2000000,5,3056,"R"
"Full Monty, The",1997,91,3500000,7.2,22115,"R"
"Full Tilt Boogie",1997,97,NA,5.8,577,"R"
"Fun in Acapulco",1963,97,NA,5.1,347,"PG"
"Funeral, The",1996,99,NA,6.1,1586,"R"
"Funny Bones",1995,128,NA,6.7,1171,"R"
"Funny Man",1994,90,NA,3.9,125,"R"
"Further Gesture, A",1997,96,NA,4.8,128,"R"
"Future Murder",2000,92,NA,6.4,51,"R"
"G",2002,96,NA,7.9,15,"R"
"G-Men from Hell",2000,98,NA,4.7,93,"PG-13"
"G.I. Blues",1960,104,NA,5.4,426,"PG"
"G.O.D.",2001,91,NA,4.2,38,"R"
"Gabriela",2001,93,NA,7.4,861,"R"
"Galaxies Are Colliding",1992,93,NA,4,61,"R"
"Galaxy Quest",1999,102,45000000,7.2,22341,"PG"
"Galgameth",1996,110,NA,6.4,31,"PG"
"Gambler, The",1997,97,NA,6.4,99,"R"
"Game Day",1999,106,NA,4.7,83,"R"
"Game Over: Kasparov and the Machine",2003,90,NA,6.7,95,"PG"
"Game of Their Lives, The",2005,101,20000000,6.4,125,"PG"
"Game, The",1997,128,50000000,7.6,28099,"R"
"Gang Tapes",2001,91,NA,5.7,194,"R"
"Gang That Couldn't Shoot Straight, The",1971,96,NA,4.8,204,"PG-13"
"Gang in Blue",1996,97,NA,5.3,151,"R"
"Gang of Roses",2003,94,NA,2.6,87,"R"
"Gangland",2000,82,NA,2.8,121,"R"
"Gangs of New York",2002,166,97000000,7.3,34808,"R"
"Gangster No. 1",2000,103,NA,6.5,1730,"R"
"Garage Days",2002,106,6000000,5.6,597,"R"
"Garden State",2004,109,2500000,8.1,23814,"R"
"Garfield",2004,80,50000000,4.8,4775,"PG"
"Gas-s-s-s",1971,79,NA,3.4,130,"R"
"Gatekeeper, The",2002,103,NA,6.4,84,"R"
"Gattaca",1997,101,36000000,7.6,26071,"PG-13"
"Gatto nel cervello, Un",1990,93,100000,5.6,237,"R"
"Gaudi Afternoon",2001,93,NA,6.4,423,"R"
"Gazon maudit",1995,104,NA,6.5,1019,"R"
"Gei ba ba de xin",1995,104,NA,6.5,870,"R"
"Gekko no sasayaki",1999,100,NA,7.4,130,"R"
"General's Daughter, The",1999,116,60000000,6.1,11128,"R"
"General, The",1998,124,NA,7.1,1598,"R"
"Gentleman's Bet",1995,90,NA,5.8,29,"R"
"Gentleman's Game, A",2001,112,NA,6.4,197,"R"
"George of the Jungle",1997,92,55000000,5.5,6430,"PG"
"Georgia",1995,115,NA,6.1,809,"R"
"Gerry",2002,105,3500000,6,1944,"R"
"Geschichte vom weinenden Kamel, Die",2003,90,NA,7.4,855,"PG"
"Get Bruce",1999,82,NA,5.5,222,"R"
"Get Carter",2000,104,40000000,4.7,4927,"R"
"Get Over It",2001,87,10000000,5.7,3561,"PG-13"
"Get Shorty",1995,105,30250000,7,14825,"R"
"Get Well Soon",2001,95,NA,5,257,"R"
"Get on the Bus",1996,120,2400000,6.6,1142,"R"
"Getaway, The",1994,116,NA,5.5,3111,"R"
"Getting Away with Murder",1996,91,NA,3.9,255,"R"
"Geung si sin sang",1985,96,NA,7.6,396,"PG-13"
"Ghost Club, The",2003,85,NA,2.5,35,"PG"
"Ghost Dog: The Way of the Samurai",1999,116,NA,7.5,13542,"R"
"Ghost Rock",2003,101,NA,3.4,97,"R"
"Ghost Ship",2002,91,35000000,5.3,8399,"R"
"Ghost World",2000,111,7000000,7.8,17976,"R"
"Ghost and the Darkness, The",1996,109,55000000,6.4,8360,"R"
"Ghost of the Needle",2003,86,NA,6.6,69,"R"
"GhostWatcher",2002,94,NA,4.1,183,"R"
"Ghosts of Edendale, The",2003,90,NA,4.7,154,"R"
"Ghosts of Mars",2001,98,28000000,4.6,6368,"R"
"Ghosts of the Abyss",2003,43,13000000,6.6,664,"PG"
"Ghouls, The",2003,81,9000,6.1,43,"R"
"Gift, The",2000,111,10000000,6.8,12440,"R"
"Gigli",2003,121,54000000,2.3,11285,"R"
"Ging chaat goo si juk jaap",1988,92,NA,7,842,"PG-13"
"Ginger Snaps Back: The Beginning",2004,94,NA,6,610,"R"
"Ginger Snaps: Unleashed",2004,94,3500000,6.6,1118,"R"
"Gingerbread Man, The",1998,114,25000000,5.7,2806,"R"
"Girl 6",1996,108,12000000,5,1453,"R"
"Girl Fever",2002,98,NA,4.7,434,"R"
"Girl Gets Moe, The",1997,102,NA,4.5,60,"R"
"Girl Next Door, The",2004,110,NA,6.8,10452,"R"
"Girl for Girl",2000,91,NA,3.5,35,"R"
"Girl in the Cadillac",1995,89,NA,4.5,60,"R"
"Girl with a Pearl Earring",2003,100,NA,7.3,6391,"PG-13"
"Girl, Interrupted",1999,127,24000000,7,16362,"R"
"Girlfight",2000,110,NA,7,2418,"R"
"Girls Town",1996,90,NA,5.9,283,"R"
"Girls! Girls! Girls!",1962,106,NA,4.6,320,"PG"
"Giving It Up",1999,90,NA,4,111,"R"
"Giving Tree, The",2000,89,NA,4.5,145,"R"
"Gladiator",2000,155,103000000,8,92495,"R"
"Gladiator Cop",1995,92,NA,2.7,88,"R"
"Glam",2001,92,NA,2.8,65,"NC-17"
"Glimmer Man, The",1996,88,NA,4.8,2606,"R"
"Glitter",2001,104,22000000,2.1,5209,"PG-13"
"Global Effect",2002,92,NA,5.2,54,"R"
"Global Heresy",2002,106,12000000,5.7,373,"R"
"Gloria",1999,108,30000000,4.9,1144,"R"
"Go",1999,103,6500000,7.4,20663,"R"
"Go Fish",1994,84,15000,5.8,621,"R"
"Go Now",1995,81,NA,7.2,362,"R"
"Go Tigers!",2001,103,NA,7.7,353,"R"
"Go for Broke",2002,85,NA,4.8,29,"R"
"Goat on Fire and Smiling Fish",1999,90,40000,6.3,254,"R"
"God Said, 'Ha!'",1998,85,NA,7.2,286,"PG-13"
"God's Army",2000,108,300000,6.4,354,"PG"
"God, Sex & Apple Pie",1998,97,NA,4.1,125,"R"
"Godmoney",1997,99,NA,5.1,73,"R"
"Gods and Generals",2003,209,56000000,5.7,3002,"PG-13"
"Gods and Monsters",1998,105,3500000,7.6,9020,"R"
"Godsend",2004,102,NA,4.8,3981,"PG-13"
"Godson, The",1998,100,NA,2.8,397,"PG-13"
"Going All the Way",1997,103,NA,5.5,572,"R"
"Going Greek",2001,90,198000,4.8,261,"R"
"Going Upriver: The Long War of John Kerry",2004,87,NA,7.8,487,"PG-13"
"Going the Distance",2004,93,NA,5.3,183,"R"
"Gojira VS Mekagojira",1993,105,NA,6.3,251,"PG"
"Gojira ni-sen mireniamu",1999,99,1000000,5.6,1150,"PG"
"Gojira tai Mekagojira",2002,88,NA,6.6,189,"PG"
"Gold Diggers: The Secret of Bear Mountain",1995,94,NA,5.4,570,"PG"
"Golden Bowl, The",2000,130,15000000,6,1145,"R"
"GoldenEye",1995,130,80000000,6.8,22991,"PG-13"
"Golfballs!",1999,82,NA,3.8,75,"R"
"Gone Fishin'",1997,94,53000000,3.8,1884,"PG"
"Gone in Sixty Seconds",2000,117,90000000,5.7,25400,"PG-13"
"Gong fu",2004,99,20000000,7.9,5299,"R"
"Good Advice",2001,93,NA,6.1,1296,"R"
"Good Boy!",2003,88,18000000,4.7,683,"PG"
"Good Burger",1997,103,9000000,4,1714,"PG"
"Good Bye Lenin!",2003,121,NA,7.8,9334,"R"
"Good Girl, The",2002,93,5000000,6.9,8254,"R"
"Good Housekeeping",2000,90,NA,6.3,42,"R"
"Good Night to Die, A",2003,100,NA,4.8,152,"R"
"Good Will Hunting",1997,126,10000000,7.8,60858,"R"
"Goodbye America",1997,116,NA,5,117,"R"
"Goodbye Lover",1998,102,NA,5.4,1122,"R"
"Gosford Park",2001,137,15000000,7.3,16831,"R"
"Gospa",1995,125,NA,5.7,69,"PG"
"Gospel of John, The",2003,180,NA,7.1,366,"PG-13"
"Gothika",2003,98,40000000,5.8,10524,"R"
"Goya en Burdeos",1999,106,NA,6.4,474,"R"
"Grace of My Heart",1996,116,5000000,6.5,982,"R"
"Gran vida, La",2000,109,NA,6.5,273,"R"
"Grand Theft Parsons",2003,88,NA,5.9,365,"PG-13"
"Grande bouffe, La",1973,135,NA,7.1,1096,"NC-17"
"Granny, The",1995,85,1000000,4.2,142,"R"
"Grass",1999,80,NA,7.2,624,"R"
"Grass Harp, The",1995,107,NA,6.4,419,"PG"
"Grateful Dawg",2000,81,NA,7.1,115,"PG-13"
"Grave, The",1996,90,4000000,5.6,303,"R"
"Gravesend",1997,85,65000,5,111,"R"
"Great Expectations",1998,111,NA,6.4,8139,"R"
"Great White Hope, The",1970,103,6000000,6.9,369,"PG-13"
"Green Dragon",2001,115,NA,6.1,249,"PG-13"
"Green Mile, The",1999,188,60000000,8.1,60142,"R"
"Greenskeeper, The",2002,90,80000,4.7,38,"R"
"Grey Owl",1999,118,30000000,5.7,629,"PG-13"
"Grey Zone, The",2001,108,5000000,7.3,1553,"R"
"Grey, The",2004,86,NA,8.8,6,"R"
"Grim",1995,86,1000000,1.6,228,"R"
"Grind",2003,105,NA,4.5,1244,"PG-13"
"Grizzly Falls",1999,94,NA,5.1,112,"PG"
"Groomsmen, The",2001,89,NA,5.5,108,"R"
"Groove",2000,86,500000,6,1171,"R"
"Grosse Pointe Blank",1997,107,15000000,7.4,20400,"R"
"Grosse fatigue",1994,92,NA,6.5,417,"R"
"Grotesque, The",1995,99,NA,5.2,172,"R"
"Ground Control",1998,93,NA,6,376,"PG-13"
"Groundhog Day",1993,101,NA,8,44819,"PG"
"Grudge, The",2004,92,10000000,5.9,11441,"PG-13"
"Grumpier Old Men",1995,101,25000000,6.2,3711,"PG-13"
"Guarded Secrets",1997,91,NA,1.7,19,"R"
"Guardian, The",1999,100,NA,3.1,11,"R"
"Guess Who",2005,106,NA,4.9,1355,"PG-13"
"Guest House Paradiso",1999,89,NA,5.1,1491,"R"
"Gui da gui",1980,102,NA,7.4,208,"R"
"Guilty, The",2000,112,NA,6.3,752,"R"
"Guinevere",1999,104,2600000,6.3,804,"R"
"Gummo",1997,89,NA,5.6,3177,"R"
"Gun Shy",2000,101,10000000,5.4,1701,"R"
"Gunfighter",1998,98,NA,3.5,95,"PG-13"
"Gunfighter's Moon",1995,100,NA,6.1,128,"PG-13"
"Gunner Palace",2004,85,NA,6.4,203,"PG-13"
"Guru, The",2002,94,11000000,5.9,3505,"R"
"Guy",1997,91,NA,7,118,"R"
"Guy Thing, A",2003,101,20000000,5.3,2885,"PG-13"
"Guys, The",2002,85,NA,6.4,281,"PG"
"Guyver, The",1991,92,NA,3.7,507,"PG-13"
"Gypsy 83",2001,94,NA,6.6,187,"R"
"Hable con ella",2002,112,NA,8.1,12609,"R"
"Hackers",1995,107,NA,5.8,10520,"PG-13"
"Haiku Tunnel",2001,88,NA,5.9,624,"R"
"Hair Show",2004,105,NA,2.6,33,"PG-13"
"Hairshirt",1998,89,65000,4.2,242,"R"
"Hak hap",1996,102,NA,5.7,2115,"R"
"Half Baked",1998,73,NA,6.1,6119,"R"
"Half Past Dead",2002,98,30000000,3.9,2099,"PG-13"
"Halloween H20: 20 Years Later",1998,85,17000000,5.3,8153,"R"
"Halloween: Resurrection",2002,89,15000000,4.3,4323,"R"
"Halloween: The Curse of Michael Myers",1995,88,5000000,4.2,2662,"R"
"Handcart",2002,110,NA,4.6,24,"PG"
"Hanging Garden, The",1997,91,NA,7.2,1018,"R"
"Hanging Up",2000,94,40000000,4.4,3129,"PG-13"
"Hangman's Curse",2003,106,2000000,4.9,405,"PG-13"
"Hannibal",2001,133,87000000,6.2,28876,"R"
"Hansel & Gretel",2002,89,NA,4.7,97,"PG"
"Happy Accidents",2000,110,NA,7.3,1440,"R"
"Happy Campers",2001,94,NA,5.4,543,"R"
"Happy Gilmore",1996,92,10000000,6.8,17746,"PG-13"
"Happy, Texas",1999,98,1700000,6.4,3453,"PG-13"
"Hard",1998,102,NA,4.3,67,"R"
"Hard Ball",2001,109,21000000,6,3083,"PG-13"
"Hard Bounty",1995,88,NA,3.6,94,"R"
"Hard Core Logo",1996,92,NA,7.1,630,"R"
"Hard Evidence",1995,100,NA,4.6,47,"R"
"Hard Men",1996,86,NA,5.2,156,"R"
"Hard Rain",1998,97,70000000,5.5,6161,"R"
"Hard Time",1996,91,NA,4.4,16,"R"
"Hard Word, The",2002,102,NA,6.1,813,"R"
"Hardball",1997,92,NA,4.8,58,"R"
"Hardware",1990,93,1500000,5.2,1323,"R"
"Harlem Aria",1999,100,NA,4.6,44,"R"
"Harold & Kumar Go to White Castle",2004,90,9000000,7.1,8376,"R"
"Harriet the Spy",1996,100,13000000,5.8,845,"PG"
"Harrison's Flowers",2000,121,NA,7.2,1236,"R"
"Harry Potter and the Chamber of Secrets",2002,152,100000000,7.3,38394,"PG"
"Harry Potter and the Prisoner of Azkaban",2004,141,130000000,7.8,24973,"PG"
"Harry Potter and the Sorcerer's Stone",2001,152,130000000,7.2,46741,"PG"
"Harry, un ami qui vous veut du bien",2000,117,NA,7.2,2838,"R"
"Hart's War",2002,125,70000000,6.2,6368,"R"
"Harvard Man",2001,99,5500000,4.9,1157,"R"
"Harvest",1998,96,NA,4.5,140,"R"
"Haunted",1995,108,NA,6.1,1035,"R"
"Haunted Castle",2001,38,NA,5,135,"PG"
"Haunted Mansion, The",2003,87,90000000,5,3341,"PG"
"Haunted Sea",1997,73,NA,2.2,87,"R"
"Haunting of Hell House, The",1999,90,NA,4,180,"R"
"Haunting, The",1999,112,80000000,4.6,14425,"PG-13"
"Hauru no ugoku shiro",2004,119,NA,8,889,"PG"
"Haute tension",2003,85,NA,6.8,1484,"R"
"Hav Plenty",1997,84,650000,5.3,256,"R"
"Hawk's Vengeance",1996,92,NA,4.5,29,"R"
"He Got Game",1998,137,25000000,6.6,4198,"R"
"He ni zai yi qi",2002,117,NA,7.3,807,"PG"
"Head Over Heels",2001,86,14000000,4.9,2632,"PG-13"
"Head in the Clouds",2004,132,NA,5.7,601,"R"
"Head of State",2003,95,NA,5.1,2960,"PG-13"
"Head of the Family",1996,79,NA,4.1,212,"R"
"Heart Is Deceitful Above All Things, The",2004,97,NA,6.1,214,"R"
"Heart of America",2003,87,3000000,6.1,204,"R"
"Heart of Me, The",2002,96,7000000,6.2,336,"R"
"Heart to Heart.com",1999,90,NA,4,15,"R"
"Heartbreakers",2001,110,40000000,6.2,8037,"PG-13"
"Heartlands",2002,90,NA,6.2,119,"PG-13"
"Hearts and Minds",1996,113,NA,8,522,"R"
"Hearts in Atlantis",2001,101,31000000,6.7,6577,"PG-13"
"Heat",1995,188,60000000,7.9,44588,"R"
"Heaven",2002,96,11000000,7.3,3857,"R"
"Heaven Before I Die",1997,95,NA,2.8,15,"PG"
"Heaven's Burning",1997,100,NA,5.5,507,"R"
"Heaven's Prisoners",1996,132,25000000,5.4,1405,"R"
"Heavenly Creatures",1994,108,5000000,7.7,11453,"R"
"Heavy",1995,105,NA,7.1,1304,"R"
"Heavy Metal 2000",2000,88,15000000,5.1,1148,"R"
"Hebrew Hammer, The",2003,87,NA,6.3,810,"R"
"Hedwig and the Angry Inch",2001,93,6000000,7.7,6072,"R"
"Heights",2005,93,NA,4,78,"R"
"Heisei tanuki gassen pompoko",1994,119,NA,7.8,494,"PG"
"Held Up",1999,89,8000000,4.6,555,"PG-13"
"Helix... Loaded, The",2005,97,1000000,2.3,33,"R"
"Hell Mountain",1998,94,NA,3.7,45,"R"
"Hell's Belles",1970,95,NA,5,32,"PG-13"
"Hellborn",2003,90,NA,4.1,106,"R"
"Hellboy",2004,132,66000000,6.7,15565,"PG-13"
"Hellbreeder",2003,85,NA,3.2,105,"R"
"Hellraiser: Bloodline",1996,86,4000000,4.2,2041,"R"
"Henry Fool",1997,137,NA,7.2,2050,"R"
"Henry V",1989,137,9000000,7.9,8241,"PG-13"
"Henry: Portrait of a Serial Killer, Part 2",1998,84,NA,4.7,161,"R"
"Her Majesty",2001,105,NA,8.1,70,"PG"
"Here on Earth",2000,93,15000000,4.8,2187,"PG-13"
"Herman U.S.A.",2001,92,NA,5.6,45,"PG-13"
"Hey Arnold! The Movie",2002,76,10000000,4.8,425,"PG"
"Hi-Life",1998,82,NA,5.7,250,"R"
"Hi-Line, The",1999,95,NA,5.9,166,"PG"
"Hi-Lo Country, The",1998,114,NA,6,1089,"R"
"Hidalgo",2004,136,78000000,6.6,7328,"PG-13"
"Hidden Agenda",1998,95,NA,4.9,128,"R"
"Hidden Agenda",2001,98,5000000,4.2,266,"R"
"Hidden Assassin",1995,89,11000000,4.4,245,"R"
"Hidden Beauties",1999,77,NA,3.8,59,"R"
"Hidden Passion",2000,93,NA,2,28,"R"
"Hide and Seek",2005,101,30000000,5.2,3784,"R"
"Hideous Kinky",1998,98,12000000,6.1,1615,"R"
"Hideous!",1997,82,NA,3.3,131,"R"
"High Art",1998,87,NA,6.8,2067,"R"
"High Crimes",2002,115,42000000,6.1,6043,"PG-13"
"High Fidelity",2000,113,20000000,7.6,29704,"R"
"High Heels and Low Lifes",2001,86,NA,6.1,981,"R"
"High School High",1996,86,NA,4.9,2336,"PG-13"
"High Strung",1991,93,300000,6.2,391,"PG"
"High Times Potluck",2002,90,NA,3.5,77,"R"
"High Voltage",1997,95,NA,4.5,94,"R"
"Highlander",1986,116,16000000,7.1,18146,"R"
"Highlander II: The Quickening",1991,92,30000000,3.4,9264,"R"
"Highlander III: The Sorcerer",1994,102,26000000,3.7,3388,"PG-13"
"Highlander: Endgame",2000,101,15000000,4.4,3773,"R"
"Highwayman, The",2000,94,NA,3.5,96,"R"
"Highwaymen",2003,80,NA,5.6,954,"R"
"Hija del canibal, La",2003,110,NA,6.5,243,"R"
"Hijack",1999,94,NA,3.5,62,"R"
"Hijo de la novia, El",2001,123,NA,7.7,1933,"R"
"Hilary and Jackie",1998,121,NA,7.4,2745,"R"
"Hildegarde",2001,85,NA,4.3,47,"PG"
"Hillz, The",2004,91,100000,3.1,80,"R"
"Hindsight",1996,92,NA,3.5,31,"R"
"HipHopBattle.com: Hip Hop 4 Life",2001,98,12000,5.7,15,"PG-13"
"Hired Hand, The",1971,90,NA,6.5,233,"R"
"Histoire d'O",1975,97,NA,5.3,592,"NC-17"
"History Is Made at Night",1999,95,NA,4.4,285,"R"
"Hit Me",1996,125,NA,5.8,142,"R"
"Hit and Runway",1999,108,1200000,6.7,189,"R"
"Hitch",2004,12,NA,6.9,15,"PG-13"
"Hitchhiker's Guide to the Galaxy, The",2005,110,50000000,6.9,7644,"PG"
"Hitman's Run",1999,91,NA,4.2,177,"R"
"Hole, The",2001,102,NA,6.5,4927,"R"
"Holes",2003,117,30000000,7.2,5235,"PG"
"Hollow Man",2000,112,95000000,5.3,16168,"R"
"Hollow Point",1995,102,NA,5.3,402,"R"
"Hollow Reed",1996,104,NA,7.4,412,"R"
"Hollywood Dreams Take 2",1995,81,NA,1,10,"R"
"Hollywood Ending",2002,112,16000000,6.3,3673,"PG-13"
"Hollywood Homicide",2003,116,75000000,5.2,5312,"PG-13"
"Hollywood North",2003,89,7000000,5.7,114,"R"
"Hollywood Sign, The",2001,90,12000000,5.3,196,"R"
"Hollywood Vampyr",2002,90,NA,5.2,61,"R"
"Hollywood Zap",1986,88,NA,2.6,30,"R"
"Hologram Man",1995,101,NA,3.1,80,"R"
"Holy Land, The",2001,102,NA,6.9,119,"R"
"Holy Man",1998,114,60000000,4.9,3497,"PG"
"Holy Smoke",1999,115,NA,5.7,3555,"R"
"Home Alone 3",1997,102,NA,3.6,3531,"PG"
"Home Fries",1998,91,15000000,4.9,2374,"PG-13"
"Home Room",2002,133,NA,7.3,540,"R"
"Home at the End of the World, A",2004,96,6500000,6.5,1693,"R"
"Home for the Holidays",1995,103,NA,6.2,2289,"PG-13"
"Home on the Range",2004,76,110000000,5.4,1510,"PG"
"Homegrown",1998,101,NA,5.7,1121,"R"
"Homem Que Copiava, O",2003,124,NA,8.4,496,"R"
"Hometown Legend",2002,108,2000000,4.6,186,"PG"
"Homme du train, L'",2002,90,NA,7.4,1614,"R"
"Honest",2000,110,NA,4.1,243,"R"
"Honey",2003,94,17000000,3.9,3067,"PG-13"
"Hong faan kui",1996,91,7500000,6.5,4644,"R"
"Honogurai mizu no soko kara",2002,101,NA,7.1,3001,"PG-13"
"Hoodlum",1997,130,NA,5.7,1803,"R"
"Hoodlum, The",1951,61,NA,6.4,15,"PG"
"Hoods",1998,90,NA,4.9,69,"R"
"Hoover Street Revival",2002,104,NA,7.2,14,"PG-13"
"Hope Floats",1998,114,30000000,5.3,4382,"PG-13"
"Hope Springs",2003,92,NA,5,799,"PG-13"
"Horrible Dr. Bones, The",2000,72,NA,2.2,64,"R"
"Horror 101",2000,84,NA,4,88,"PG-13"
"Horse Whisperer, The",1998,170,60000000,6.4,6744,"PG-13"
"Hospital, The",1971,103,NA,7,644,"PG-13"
"Hostage Negotiator, The",2001,87,NA,5.1,42,"PG-13"
"Hostile Intent",1997,90,NA,4.3,144,"R"
"Hot Boyz",1999,92,NA,3.5,207,"R"
"Hot Chick, The",2002,100,NA,5.6,5753,"PG-13"
"Hot Ticket",1996,81,NA,3.7,37,"R"
"Hotel Rwanda",2004,121,NA,8.5,8328,"PG-13"
"Hotel Sorrento",1995,112,NA,6.6,87,"R"
"Hotel de Love",1996,96,NA,6.3,276,"R"
"Hottest Bid, The",1995,93,NA,1.9,13,"NC-17"
"Houhokekyo tonari no Yamada-kun",1999,104,NA,8,291,"PG"
"Hours, The",2002,114,25000000,7.6,16692,"PG-13"
"House Next Door, The",2002,87,NA,4.5,131,"R"
"House That Dripped Blood, The",1970,102,NA,6,284,"PG"
"House of 1000 Corpses",2003,88,7000000,5.1,6136,"R"
"House of D",2004,97,NA,6.1,343,"PG-13"
"House of Mirth, The",2000,140,10000000,6.9,2167,"PG"
"House of Sand and Fog",2003,126,16000000,7.8,8164,"R"
"House of Wax",2005,105,30000000,4.6,1298,"R"
"House of Yes, The",1997,85,1500000,6.5,2345,"R"
"House of the Damned",1996,92,NA,4.5,83,"R"
"House of the Dead",2003,90,7000000,2.3,3921,"R"
"House on Haunted Hill",1999,99,19000000,5.1,9694,"R"
"House on Turk Street, The",2002,103,12000000,5.5,1048,"R"
"Housebound",2000,89,NA,5.3,29,"R"
"How Harry Became a Tree",2001,99,6000000,6.7,115,"R"
"How High",2001,95,12000000,4.9,2916,"R"
"How Stella Got Her Groove Back",1998,124,20000000,5,1475,"R"
"How the Grinch Stole Christmas",2000,104,123000000,5.7,12680,"PG"
"How to Be a Player",1997,93,NA,4.3,409,"R"
"How to Deal",2003,102,16000000,5.5,1537,"PG-13"
"How to Get the Man's Foot Outta Your Ass",2003,109,NA,7.6,1151,"R"
"How to Kill Your Neighbor's Dog",2000,107,7300000,7,907,"R"
"How to Lose a Guy in 10 Days",2003,116,50000000,6.1,9257,"PG-13"
"How to Make an American Quilt",1995,109,NA,5.9,2462,"PG-13"
"Hsing Hsing wang",1977,90,NA,4.3,167,"PG-13"
"Huang jia shi jie zhi IV: Zhi ji zheng ren",1989,90,NA,7,106,"R"
"Huckleberry Finn",1995,108,NA,5.7,8,"PG"
"Hugo Pool",1997,92,NA,5.1,503,"R"
"Hulk",2003,138,120000000,6.1,20710,"PG-13"
"Human Nature",2001,96,NA,6.1,3255,"R"
